q32	i32sub
0.0598849	0.0437089
0.0601493	0.0431349
0.0604137	0.0428185
0.0606781	0.0423518
0.0609424	0.0417388
0.0612068	0.0412866
0.0614712	0.0408539
0.0617355	0.0403983
0.0619999	0.039958
0.0622643	0.0396262
0.0625287	0.0394459
0.062793	0.0390518
0.0630574	0.0384464
0.0633218	0.0379271
0.0635861	0.0373712
0.0638505	0.0368625
0.0641149	0.0364013
0.0643793	0.0359674
0.0646436	0.0358419
0.064908	0.035649
0.0651724	0.0354432
0.0654367	0.0347005
0.0657011	0.0344107
0.0659655	0.0341006
0.0662299	0.0335675
0.0664942	0.0331046
0.0667586	0.0327472
0.067023	0.0324254
0.0672873	0.0319917
0.0675517	0.0316293
0.0678161	0.0313595
0.0680804	0.0309282
0.0683448	0.0307039
0.0686092	0.0304962
0.0688735	0.0303293
0.0691379	0.0300496
0.0694023	0.0296603
0.0696666	0.0292981
0.069931	0.0288708
0.0701954	0.0286562
0.0704597	0.028533
0.0707241	0.0284096
0.0709884	0.0281478
0.0712528	0.0278145
0.0715172	0.0275131
0.0717815	0.0271245
0.0720459	0.0267988
0.0723103	0.0264417
0.0725746	0.0261773
0.072839	0.0256761
0.0731033	0.0253207
0.0733677	0.025129
0.0736321	0.024934
0.0738964	0.0245881
0.0741608	0.0242063
0.0744252	0.024056
0.0746895	0.0238376
0.0749539	0.0234803
0.0752182	0.0234051
0.0754826	0.0231388
0.0757469	0.0229213
0.0760113	0.0227312
0.0762757	0.0226327
0.07654	0.02229
0.0768044	0.0219546
0.0770687	0.0216797
0.0773331	0.0216989
0.0775975	0.0216408
0.0778618	0.0211614
0.0781262	0.0209325
0.0783905	0.0207858
0.0786549	0.0205005
0.0789192	0.0201531
0.0791836	0.0199967
0.0794479	0.0199119
0.0797123	0.0197657
0.0799766	0.0197242
0.080241	0.0193849
0.0805054	0.0192332
0.0807697	0.0192535
0.0810341	0.0189648
0.0812984	0.018521
0.0815628	0.0183399
0.0818271	0.0181402
0.0820915	0.0180591
0.0823558	0.0179515
0.0826202	0.0178061
0.0828845	0.0175725
0.0831489	0.0173236
0.0834132	0.0172375
0.0836776	0.0170369
0.0839419	0.0166919
0.0842063	0.0166471
0.0844706	0.0164793
0.084735	0.0161538
0.0849993	0.0159563
0.0852637	0.0158244
0.085528	0.0158949
0.0857924	0.0157975
0.0860567	0.0155243
0.086321	0.0153713
0.0865854	0.0152462
0.0868497	0.0152011
0.0871141	0.0151204
0.0873784	0.0148636
0.0876428	0.0147692
0.0879071	0.0146275
0.0881715	0.0142467
0.0884358	0.0140369
0.0887001	0.0140557
0.0889645	0.0139064
0.0892288	0.0137829
0.0894932	0.0137007
0.0897575	0.0136237
0.0900219	0.0135408
0.0902862	0.0133731
0.0905505	0.013275
0.0908149	0.0130814
0.0910792	0.012779
0.0913436	0.0126688
0.0916079	0.0125458
0.0918722	0.0123965
0.0921366	0.0123832
0.0924009	0.0122458
0.0926652	0.0121076
0.0929296	0.0120444
0.0931939	0.0121417
0.0934583	0.0121717
0.0937226	0.0119234
0.0939869	0.011551
0.0942513	0.0113474
0.0945156	0.0112996
0.0947799	0.0112285
0.0950443	0.0110464
0.0953086	0.0110686
0.0955729	0.0109878
0.0958373	0.0109361
0.0961016	0.0107566
0.0963659	0.0106494
0.0966303	0.0107157
0.0968946	0.0106456
0.0971589	0.0105627
0.0974233	0.0105099
0.0976876	0.010298
0.0979519	0.0101392
0.0982163	0.010043
0.0984806	0.00979225
0.0987449	0.00972645
0.0990092	0.0096941
0.0992736	0.00979399
0.0995379	0.00975948
0.0998022	0.00954642
0.100067	0.00941795
0.100331	0.009274
0.100595	0.0091429
0.10086	0.00912395
0.101124	0.009024
0.101388	0.00877818
0.101653	0.00880372
0.101917	0.0087595
0.102181	0.00869777
0.102445	0.00873979
0.10271	0.00868217
0.102974	0.00861732
0.103238	0.00846161
0.103503	0.00836429
0.103767	0.0082686
0.104031	0.00828409
0.104296	0.00830427
0.10456	0.0082257
0.104824	0.00802748
0.105089	0.00792521
0.105353	0.00798235
0.105617	0.00784878
0.105882	0.00772413
0.106146	0.00777443
0.10641	0.00769491
0.106675	0.00761448
0.106939	0.00753811
0.107203	0.00759412
0.107468	0.00746344
0.107732	0.00735262
0.107996	0.00734798
0.10826	0.0073165
0.108525	0.00735868
0.108789	0.0072392
0.109053	0.00724864
0.109318	0.00704418
0.109582	0.0069642
0.109846	0.00691319
0.110111	0.00694286
0.110375	0.0068384
0.110639	0.00682999
0.110904	0.0067461
0.111168	0.00664823
0.111432	0.00650762
0.111697	0.00638025
0.111961	0.00631994
0.112225	0.00627128
0.112489	0.00618596
0.112754	0.0061172
0.113018	0.00617893
0.113282	0.00615997
0.113547	0.00607518
0.113811	0.00598583
0.114075	0.00585397
0.11434	0.00574527
0.114604	0.00574604
0.114868	0.0056815
0.115133	0.00574765
0.115397	0.00577307
0.115661	0.00573223
0.115925	0.00569645
0.11619	0.0057018
0.116454	0.00565397
0.116718	0.00548015
0.116983	0.00535631
0.117247	0.00541222
0.117511	0.00537118
0.117776	0.00539011
0.11804	0.00539719
0.118304	0.00519761
0.118568	0.00513934
0.118833	0.0051621
0.119097	0.00506131
0.119361	0.00498857
0.119626	0.00491285
0.11989	0.0049557
0.120154	0.00502079
0.120418	0.00491982
0.120683	0.00494092
0.120947	0.00478094
0.121211	0.00460752
0.121476	0.00463512
0.12174	0.004693
0.122004	0.00468146
0.122269	0.00468304
0.122533	0.00474342
0.122797	0.00471556
0.123061	0.00449988
0.123326	0.00449408
0.12359	0.00438531
0.123854	0.00432065
0.124119	0.00437212
0.124383	0.00448369
0.124647	0.00435741
0.124911	0.00423325
0.125176	0.00422859
0.12544	0.00421488
0.125704	0.00421861
0.125969	0.00406326
0.126233	0.00406673
0.126497	0.00409613
0.126761	0.00395375
0.127026	0.00399536
0.12729	0.00391738
0.127554	0.00392745
0.127818	0.00393667
0.128083	0.00388089
0.128347	0.00377708
0.128611	0.00375266
0.128876	0.00383399
0.12914	0.00385531
0.129404	0.00384252
0.129668	0.00381678
0.129933	0.00375524
0.130197	0.00370585
0.130461	0.00372875
0.130726	0.0036785
0.13099	0.00349239
0.131254	0.00328322
0.131518	0.00315422
0.131783	0.00310198
0.132047	0.00320502
0.132311	0.00325854
0.132575	0.00327272
0.13284	0.00329678
0.133104	0.00321554
0.133368	0.00314094
0.133633	0.00304091
0.133897	0.00297753
0.134161	0.0030895
0.134425	0.00321322
0.13469	0.00316348
0.134954	0.00307909
0.135218	0.00301345
0.135482	0.00300982
0.135747	0.00302096
0.136011	0.00293387
0.136275	0.00279358
0.136539	0.00285381
0.136804	0.00293277
0.137068	0.00292709
0.137332	0.00282388
0.137596	0.0028233
0.137861	0.00277418
0.138125	0.00271209
0.138389	0.00270294
0.138654	0.00271602
0.138918	0.00260046
0.139182	0.00267738
0.139446	0.00267197
0.139711	0.00266122
0.139975	0.00262414
0.140239	0.00260761
0.140503	0.00254789
0.140768	0.00248574
0.141032	0.00246323
0.141296	0.00253575
0.14156	0.00251454
0.141825	0.00246456
0.142089	0.00234364
0.142353	0.00237798
0.142617	0.00246914
0.142882	0.00246304
0.143146	0.00238839
0.14341	0.00227809
0.143674	0.00227797
0.143939	0.00232402
0.144203	0.0022495
0.144467	0.00229856
0.144731	0.00226028
0.144996	0.00230576
0.14526	0.0023268
0.145524	0.00230287
0.145788	0.00238245
0.146053	0.00232686
0.146317	0.00220262
0.146581	0.00223508
0.146845	0.00229937
0.147109	0.00233557
0.147374	0.00226281
0.147638	0.00217378
0.147902	0.00209178
0.148166	0.00216559
0.148431	0.00212109
0.148695	0.00204383
0.148959	0.00211314
0.149223	0.00208746
0.149488	0.00202706
0.149752	0.00208626
0.150016	0.00211173
0.15028	0.0020094
0.150545	0.00193356
0.150809	0.00188859
0.151073	0.00195556
0.151337	0.0019207
0.151601	0.00199504
0.151866	0.00202648
0.15213	0.00192823
0.152394	0.00183685
0.152658	0.00187059
0.152923	0.00180925
0.153187	0.00175287
0.153451	0.00176331
0.153715	0.00179157
0.15398	0.00181959
0.154244	0.00183025
0.154508	0.0017914
0.154772	0.00172233
0.155036	0.0017142
0.155301	0.00173121
0.155565	0.00164576
0.155829	0.00165986
0.156093	0.00175445
0.156358	0.00183887
0.156622	0.00180788
0.156886	0.00182764
0.15715	0.00180545
0.157414	0.0016948
0.157679	0.00168308
0.157943	0.00169242
0.158207	0.00177616
0.158471	0.00172376
0.158736	0.00169225
0.159	0.00168731
0.159264	0.00170725
0.159528	0.00157521
0.159792	0.00151962
0.160057	0.00154041
0.160321	0.00142298
0.160585	0.001417
0.160849	0.00147677
0.161113	0.00149405
0.161378	0.00144707
0.161642	0.00143555
0.161906	0.00146475
0.16217	0.00156354
0.162434	0.00150313
0.162699	0.00150174
0.162963	0.00145917
0.163227	0.00145072
0.163491	0.00152448
0.163755	0.00145215
0.16402	0.00141661
0.164284	0.0014935
0.164548	0.00140424
0.164812	0.00138531
0.165076	0.00148225
0.165341	0.00155281
0.165605	0.00140093
0.165869	0.00133353
0.166133	0.00141925
0.166397	0.00132821
0.166662	0.00115199
0.166926	0.00112194
0.16719	0.00118827
0.167454	0.00112764
0.167718	0.00115927
0.167983	0.00128856
0.168247	0.00126189
0.168511	0.00118908
0.168775	0.00118328
0.169039	0.00128923
0.169304	0.00125875
0.169568	0.00129649
0.169832	0.00124588
0.170096	0.0012549
0.17036	0.00121152
0.170624	0.00118503
0.170889	0.00113352
0.171153	0.00115941
0.171417	0.00119882
0.171681	0.0012163
0.171945	0.00113913
0.17221	0.00108199
0.172474	0.00111026
0.172738	0.00116997
0.173002	0.00117632
0.173266	0.00114711
0.17353	0.00106781
0.173795	0.00110993
0.174059	0.00123841
0.174323	0.00133119
0.174587	0.00139145
0.174851	0.00133998
0.175115	0.00125199
0.17538	0.0012285
0.175644	0.00124733
0.175908	0.00115878
0.176172	0.00111435
0.176436	0.00113144
0.176701	0.00121147
0.176965	0.0012827
0.177229	0.00128811
0.177493	0.00119353
0.177757	0.00115394
0.178021	0.00108283
0.178286	0.00110436
0.17855	0.00120958
0.178814	0.00118438
0.179078	0.00118225
0.179342	0.00113469
0.179606	0.00116211
0.17987	0.00110448
0.180135	0.0010272
0.180399	0.000986975
0.180663	0.00105717
0.180927	0.0011406
0.181191	0.00115193
0.181455	0.00104376
0.18172	0.00103609
0.181984	0.0010053
0.182248	0.00109008
0.182512	0.00105641
0.182776	0.00105836
0.18304	0.00105239
0.183305	0.000978135
0.183569	0.00101811
0.183833	0.00100572
0.184097	0.000984296
0.184361	0.00097813
0.184625	0.000994237
0.184889	0.00103411
0.185154	0.00105458
0.185418	0.000966421
0.185682	0.00100957
0.185946	0.00103256
0.18621	0.00100914
0.186474	0.000958751
0.186738	0.00101253
0.187003	0.00104013
0.187267	0.00108149
0.187531	0.00100267
0.187795	0.000872763
0.188059	0.000945139
0.188323	0.00106863
0.188587	0.00103919
0.188852	0.00095586
0.189116	0.000849129
0.18938	0.000861021
0.189644	0.000967522
0.189908	0.000898705
0.190172	0.000750808
0.190436	0.000745075
0.1907	0.000866632
0.190965	0.000866998
0.191229	0.000761871
0.191493	0.000849545
0.191757	0.000877736
0.192021	0.000831032
0.192285	0.000810176
0.192549	0.000899215
0.192813	0.000972115
0.193078	0.000874841
0.193342	0.000814207
0.193606	0.000742731
0.19387	0.000917747
0.194134	0.000982749
0.194398	0.000960344
0.194662	0.000819784
0.194926	0.000829028
0.195191	0.000726142
0.195455	0.000710286
0.195719	0.000842893
0.195983	0.000865472
0.196247	0.000865438
0.196511	0.00100785
0.196775	0.000992195
0.197039	0.000919617
0.197303	0.000902957
0.197568	0.000866481
0.197832	0.000849286
0.198096	0.000772631
0.19836	0.000814555
0.198624	0.000678038
0.198888	0.000741323
0.199152	0.000913462
0.199416	0.000932089
0.19968	0.000891831
0.199945	0.000773937
0.200209	0.000687852
0.200473	0.000730957
0.200737	0.00093261
0.201001	0.000973729
0.201265	0.000797624
0.201529	0.000782667
0.201793	0.000856625
0.202057	0.000912068
0.202321	0.00107162
0.202586	0.000985487
0.20285	0.000871125
0.203114	0.000858255
0.203378	0.000890558
0.203642	0.000917187
0.203906	0.000989474
0.20417	0.00104631
0.204434	0.000866309
0.204698	0.000618337
0.204962	0.000566318
0.205226	0.0006247
0.205491	0.000668614
0.205755	0.000700214
0.206019	0.000741114
0.206283	0.000694053
0.206547	0.000726053
0.206811	0.000726746
0.207075	0.000899412
0.207339	0.000751462
0.207603	0.000670253
0.207867	0.000647976
0.208131	0.000647774
0.208395	0.00063409
0.20866	0.000723945
0.208924	0.000652374
0.209188	0.000706114
0.209452	0.000742153
0.209716	0.000722917
0.20998	0.000639171
0.210244	0.000634707
0.210508	0.000695711
0.210772	0.000711127
0.211036	0.000650656
0.2113	0.000580107
0.211564	0.000536863
0.211828	0.000608506
0.212092	0.000761096
0.212357	0.000657835
0.212621	0.00056566
0.212885	0.000455827
0.213149	0.000475728
0.213413	0.000456709
0.213677	0.00067782
0.213941	0.000784524
0.214205	0.000811957
0.214469	0.000877595
0.214733	0.000762046
0.214997	0.000852679
0.215261	0.000560772
0.215525	0.000645331
0.215789	0.000589444
0.216053	0.000624298
0.216317	0.000672742
0.216581	0.000731452
0.216846	0.000581812
0.21711	0.000584993
0.217374	0.000500958
0.217638	0.000521767
0.217902	0.000610019
0.218166	0.000653992
0.21843	0.000702604
0.218694	0.0006002
0.218958	0.000515844
0.219222	0.000569431
0.219486	0.000561435
0.21975	0.000444172
0.220014	0.00053707
0.220278	0.000654246
0.220542	0.000616848
0.220806	0.000602304
0.22107	0.000399305
0.221334	0.000476997
0.221598	0.000710707
0.221862	0.000589701
0.222126	0.000265087
0.22239	0.000337621
0.222654	0.00065371
0.222918	0.000648746
0.223182	0.000574503
0.223446	0.000511539
0.223711	0.000362113
0.223975	7.77E-05
0.224239	0.000202166
0.224503	0.000395976
0.224767	0.000262989
0.225031	0.000259398
0.225295	0.000367155
0.225559	0.00045638
0.225823	0.000669673
0.226087	0.00063353
0.226351	0.000600077
0.226615	0.000536115
0.226879	0.000677904
0.227143	0.000857743
0.227407	0.000915471
0.227671	0.000738059
0.227935	0.000633363
0.228199	0.000540928
0.228463	0.00043414
0.228727	0.000146812
0.228991	0.000263462
0.229255	0.000417112
0.229519	0.000538804
0.229783	0.0005484
0.230047	0.000646573
0.230311	0.000547657
0.230575	0.000339339
0.230839	8.32E-05
0.231103	0.000319588
0.231367	0.000558952
0.231631	0.000491787
0.231895	0.000342849
0.232159	0.000360255
0.232423	0.000281872
0.232687	0.000308602
0.232951	0.000730711
0.233215	0.000890548
0.233479	0.000604891
0.233743	0.00057595
0.234007	0.000447609
0.234271	0.000638202
0.234535	0.000745059
0.234799	0.000756455
0.235063	0.000759989
0.235327	0.000593526
0.235591	0.000445559
0.235855	0.000238247
0.236119	0.00013841
0.236383	0.000372919
0.236647	0.000567453
0.236911	0.000666759
0.237175	0.000645649
0.237439	0.000385855
0.237703	0.00026202
0.237967	0.000229816
0.238231	0.000338016
0.238495	0.000454688
0.238759	0.000518316
0.239023	0.000522591
0.239287	0.000503084
0.239551	0.000442145
0.239815	0.000602636
0.240079	0.00101242
0.240343	0.0009717
0.240606	0.000429935
0.24087	0.000513595
0.241134	0.000678624
0.241398	0.000502067
0.241662	0.000444065
0.241926	0.000664003
0.24219	0.00097608
0.242454	0.000849587
0.242718	0.000716364
0.242982	0.00100539
0.243246	0.000818815
0.24351	0.000584953
0.243774	0.000546804
0.244038	0.000654982
0.244302	0.000788308
0.244566	0.00076884
0.24483	0.000902589
0.245094	0.000633069
0.245358	0.000431808
0.245622	0.000654566
0.245886	0.000800099
0.24615	0.000910121
0.246414	0.000690545
0.246678	0.000369951
0.246941	0.000371864
0.247205	-1.57E-05
0.247469	-4.71E-05
0.247733	2.57E-05
0.247997	0.000135533
0.248261	0.000128339
0.248525	0.000404809
0.248789	0.000766057
0.249053	0.000410172
0.249317	0.000771305
0.249581	0.000940793
0.249845	0.000354669
0.250109	0.000562638
0.250373	0.000652727
0.250637	0.000730092
0.250901	0.000557267
0.251165	8.83E-05
0.251428	0.00019309
0.251692	0.000582268
0.251956	0.000863643
0.25222	0.000856876
0.252484	0.000873479
0.252748	0.00115963
0.253012	0.00114372
0.253276	0.00117283
0.25354	0.000919221
0.253804	0.00103983
0.254068	0.000913096
0.254332	0.000815528
0.254596	0.00100192
0.254859	0.00115487
0.255123	0.000856064
0.255387	0.000704932
0.255651	0.00127782
0.255915	0.00116346
0.256179	0.000649808
0.256443	0.000607407
0.256707	0.000429923
0.256971	0.000859444
0.257235	0.00101304
0.257499	0.000696347
0.257762	0.000176338
0.258026	-2.08E-05
0.25829	0.000210996
0.258554	0.00120457
0.258818	0.000818904
0.259082	0.000823053
0.259346	0.00149372
0.25961	0.0012465
0.259874	0.00141981
0.260138	0.00074006
0.260401	0.000867756
0.260665	0.000284434
0.260929	-0.00102737
0.261193	-0.000982101
0.261457	-0.00184558
